coal,electricity,natural gas,wood,private,public,walk/bicycle,diesel,electric,hybrid,lpg,petrol,Vehicle Monthly Distance Km,Frequency of Traveling by Air,extra large waste bag,large waste bag,medium waste bag,small waste bag,Waste Bag Weekly Count,CarbonEmission
0,0,1,0,0,0,1,0,0,0,0,0,23,3,0,0,1,0,4,2398
0,0,1,0,0,0,1,0,0,0,0,0,44,3,0,1,0,0,4,2110
0,1,0,0,0,0,1,0,0,0,0,0,68,1,1,0,0,0,2,1221
1,0,0,0,0,0,1,0,0,0,0,0,62,1,0,0,1,0,7,1548
0,1,0,0,0,0,1,0,0,0,0,0,14,2,1,0,0,0,2,2390
0,1,0,0,0,0,1,0,0,0,0,0,18,1,0,1,0,0,4,1010
1,0,0,0,0,0,1,0,0,0,0,0,93,0,0,0,0,1,5,1558
1,0,0,0,1,0,0,0,0,0,0,1,5067,0,0,0,0,1,1,2983
1,0,0,0,0,1,0,0,0,0,0,0,1034,1,1,0,0,0,5,2007
0,0,1,0,0,0,1,0,0,0,0,0,35,1,0,0,1,0,7,1212
0,0,1,0,1,0,0,1,0,0,0,0,6972,0,0,1,0,0,1,2632
1,0,0,0,0,0,1,0,0,0,0,0,84,3,0,0,0,1,5,2927
0,0,0,1,1,0,0,1,0,0,0,0,9351,2,0,0,1,0,3,3844
0,0,1,0,0,1,0,0,0,0,0,0,271,2,0,0,1,0,7,1744
1,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,0,0,5,3079
0,1,0,0,0,1,0,0,0,0,0,0,62,3,0,0,0,1,2,1983
0,0,1,0,0,0,1,0,0,0,0,0,24,0,0,0,1,0,3,1087
0,0,1,0,1,0,0,0,0,0,1,0,9811,2,0,1,0,0,3,3898
1,0,0,0,0,0,1,0,0,0,0,0,76,1,0,0,1,0,7,2225
0,0,0,1,0,1,0,0,0,0,0,0,1154,0,0,0,0,1,6,880
0,0,1,0,0,1,0,0,0,0,0,0,1645,2,0,0,0,1,4,2199
0,1,0,0,0,0,1,0,0,0,0,0,73,0,0,0,0,1,6,1501
0,1,0,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,5,2104
0,1,0,0,0,1,0,0,0,0,0,0,179,3,0,0,1,0,5,2441
1,0,0,0,1,0,0,0,0,1,0,0,5618,0,0,0,0,1,6,1758
1,0,0,0,1,0,0,0,0,0,0,1,5872,1,0,1,0,0,3,3627
0,0,1,0,0,1,0,0,0,0,0,0,964,3,1,0,0,0,5,3640
0,0,1,0,1,0,0,0,1,0,0,0,1921,2,0,1,0,0,2,1892
0,1,0,0,0,1,0,0,0,0,0,0,1642,1,0,1,0,0,3,1443
0,0,1,0,0,0,1,0,0,0,0,0,67,2,0,0,0,1,5,1951
0,0,1,0,0,1,0,0,0,0,0,0,1828,2,0,0,1,0,7,2031
0,0,1,0,0,0,1,0,0,0,0,0,17,1,0,0,1,0,3,1950
0,1,0,0,0,0,1,0,0,0,0,0,64,0,0,1,0,0,2,824
0,1,0,0,0,0,1,0,0,0,0,0,45,3,0,0,1,0,2,1947
0,0,0,1,0,0,1,0,0,0,0,0,26,3,0,0,0,1,4,2401
0,1,0,0,1,0,0,0,0,0,1,0,4730,2,0,0,0,1,4,2210
0,1,0,0,0,1,0,0,0,0,0,0,516,0,0,0,1,0,6,806
0,1,0,0,1,0,0,0,1,0,0,0,9149,2,0,1,0,0,5,2260
1,0,0,0,0,0,1,0,0,0,0,0,71,3,0,1,0,0,3,2265
1,0,0,0,0,0,1,0,0,0,0,0,38,3,0,1,0,0,3,2786
0,0,0,1,1,0,0,0,0,0,0,1,3962,1,0,0,0,1,6,2799
0,0,1,0,1,0,0,0,0,0,0,1,2622,1,0,1,0,0,4,1782
0,0,1,0,0,1,0,0,0,0,0,0,656,3,0,1,0,0,1,2696
0,0,1,0,0,0,1,0,0,0,0,0,67,1,0,1,0,0,1,1702
0,1,0,0,0,1,0,0,0,0,0,0,383,0,1,0,0,0,4,1160
0,0,1,0,0,1,0,0,0,0,0,0,1133,1,1,0,0,0,1,1201
0,0,0,1,0,0,1,0,0,0,0,0,69,1,0,0,0,1,1,1490
0,0,1,0,0,0,1,0,0,0,0,0,48,3,1,0,0,0,3,2359
0,0,0,1,0,0,1,0,0,0,0,0,32,1,1,0,0,0,1,1337
0,1,0,0,0,0,1,0,0,0,0,0,45,0,0,0,1,0,2,1116
0,0,0,1,0,0,1,0,0,0,0,0,88,1,0,0,0,1,3,867
0,0,0,1,0,0,1,0,0,0,0,0,94,0,0,1,0,0,7,1970
0,0,0,1,0,1,0,0,0,0,0,0,1102,1,0,0,1,0,5,1092
0,1,0,0,0,1,0,0,0,0,0,0,412,0,0,0,1,0,6,1151
0,1,0,0,0,1,0,0,0,0,0,0,1229,2,0,0,1,0,7,1461
1,0,0,0,1,0,0,0,1,0,0,0,6933,2,0,1,0,0,7,2790
0,0,1,0,0,0,1,0,0,0,0,0,17,3,1,0,0,0,1,2314
0,0,1,0,0,1,0,0,0,0,0,0,335,3,0,0,1,0,6,2892
0,0,0,1,0,1,0,0,0,0,0,0,995,2,1,0,0,0,5,2220
0,0,0,1,0,1,0,0,0,0,0,0,626,3,0,0,0,1,2,2380
0,0,1,0,0,0,1,0,0,0,0,0,50,3,0,0,1,0,1,1815
0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,1,1504
1,0,0,0,0,0,1,0,0,0,0,0,53,0,0,1,0,0,6,1419
0,0,1,0,0,1,0,0,0,0,0,0,1527,0,0,1,0,0,2,1577
0,0,1,0,0,0,1,0,0,0,0,0,60,1,0,0,1,0,2,1040
0,1,0,0,0,0,1,0,0,0,0,0,46,0,0,0,0,1,6,569
0,1,0,0,0,1,0,0,0,0,0,0,185,0,0,1,0,0,7,1458
0,0,1,0,0,1,0,0,0,0,0,0,24,3,0,0,1,0,1,2955
0,0,1,0,1,0,0,0,0,1,0,0,2314,3,1,0,0,0,5,3816
0,1,0,0,0,1,0,0,0,0,0,0,1582,3,0,0,0,1,3,2393
1,0,0,0,1,0,0,0,0,0,1,0,9857,1,1,0,0,0,6,6233
1,0,0,0,1,0,0,0,0,0,0,1,2799,2,0,0,1,0,5,3363
0,1,0,0,0,1,0,0,0,0,0,0,1006,0,0,1,0,0,2,1784
0,0,1,0,0,0,1,0,0,0,0,0,56,2,0,1,0,0,2,2421
1,0,0,0,0,0,1,0,0,0,0,0,90,0,0,1,0,0,5,1741
1,0,0,0,1,0,0,0,0,0,0,1,9947,3,0,0,1,0,3,5557
0,0,1,0,0,1,0,0,0,0,0,0,1510,3,0,0,1,0,3,2354
1,0,0,0,1,0,0,0,0,0,0,1,8270,1,1,0,0,0,4,3751
0,1,0,0,0,0,1,0,0,0,0,0,97,3,1,0,0,0,2,2492
0,0,0,1,0,1,0,0,0,0,0,0,498,2,0,1,0,0,1,2500
0,1,0,0,0,0,1,0,0,0,0,0,85,3,0,0,0,1,2,2280
0,0,1,0,0,1,0,0,0,0,0,0,466,1,0,0,1,0,2,1091
0,0,1,0,0,1,0,0,0,0,0,0,1557,0,1,0,0,0,1,1488
1,0,0,0,0,0,1,0,0,0,0,0,43,3,0,0,1,0,1,2603
0,1,0,0,1,0,0,0,1,0,0,0,5589,3,0,0,1,0,2,2056
0,1,0,0,0,1,0,0,0,0,0,0,98,3,0,0,1,0,4,2157
0,1,0,0,0,0,1,0,0,0,0,0,82,2,0,0,0,1,5,1297
0,0,0,1,1,0,0,0,0,0,0,1,5562,3,0,0,0,1,7,3969
0,0,0,1,0,1,0,0,0,0,0,0,891,0,0,0,1,0,7,1495
0,1,0,0,0,0,1,0,0,0,0,0,40,3,0,0,1,0,7,3543
0,0,1,0,0,1,0,0,0,0,0,0,1941,3,0,0,1,0,5,2798
0,0,1,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,3,1460
1,0,0,0,1,0,0,0,1,0,0,0,3632,1,0,0,0,1,7,2014
0,1,0,0,0,1,0,0,0,0,0,0,1488,0,0,0,1,0,1,596
0,0,1,0,0,0,1,0,0,0,0,0,21,2,0,1,0,0,4,1486
0,1,0,0,1,0,0,0,0,1,0,0,2991,2,1,0,0,0,1,1740
0,1,0,0,0,1,0,0,0,0,0,0,304,0,0,1,0,0,2,1078
0,1,0,0,0,0,1,0,0,0,0,0,68,2,0,0,1,0,3,1252
0,0,0,1,0,0,1,0,0,0,0,0,99,0,0,1,0,0,1,972
0,0,0,1,1,0,0,0,0,1,0,0,8099,3,0,0,0,1,1,2924
0,1,0,0,1,0,0,0,0,0,1,0,2683,1,1,0,0,0,3,1656
0,0,1,0,1,0,0,0,0,1,0,0,6802,3,1,0,0,0,4,4154
0,0,1,0,0,1,0,0,0,0,0,0,1012,0,0,1,0,0,4,1542
0,0,1,0,0,0,1,0,0,0,0,0,64,1,0,0,0,1,5,1252
0,0,1,0,0,1,0,0,0,0,0,0,54,2,0,1,0,0,6,2044
1,0,0,0,1,0,0,0,0,0,0,1,2336,0,0,0,0,1,1,2400
0,0,0,1,1,0,0,0,0,0,0,1,294,0,0,0,0,1,7,1299
0,1,0,0,0,1,0,0,0,0,0,0,1571,1,0,0,0,1,7,904
0,0,1,0,0,1,0,0,0,0,0,0,1076,2,1,0,0,0,5,2175
0,0,1,0,1,0,0,0,0,0,1,0,768,3,0,0,1,0,4,2961
0,0,0,1,0,1,0,0,0,0,0,0,1773,2,1,0,0,0,7,2876
1,0,0,0,0,0,1,0,0,0,0,0,52,3,0,1,0,0,1,3343
1,0,0,0,0,1,0,0,0,0,0,0,1346,1,1,0,0,0,1,1192
0,1,0,0,0,0,1,0,0,0,0,0,24,2,0,0,0,1,4,1246
0,0,0,1,0,0,1,0,0,0,0,0,39,3,0,1,0,0,3,2262
0,1,0,0,0,1,0,0,0,0,0,0,909,1,0,0,0,1,5,1340
0,0,0,1,0,1,0,0,0,0,0,0,1136,0,0,0,0,1,6,1143
0,0,1,0,0,1,0,0,0,0,0,0,1016,2,1,0,0,0,7,2355
0,0,1,0,1,0,0,0,0,0,1,0,2264,2,0,0,0,1,6,3303
0,0,0,1,1,0,0,0,1,0,0,0,4327,0,0,1,0,0,2,1193
0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,0,0,7,3149
1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1,1367
0,0,0,1,0,0,1,0,0,0,0,0,80,0,1,0,0,0,4,1105
0,0,1,0,0,1,0,0,0,0,0,0,38,2,0,0,0,1,5,1734
0,0,0,1,1,0,0,0,0,1,0,0,2976,3,1,0,0,0,1,2746
0,0,1,0,0,1,0,0,0,0,0,0,992,2,0,0,0,1,1,1506
0,1,0,0,1,0,0,0,0,0,0,1,1807,2,0,0,0,1,4,1985
0,0,0,1,1,0,0,1,0,0,0,0,8358,1,1,0,0,0,6,3301
0,1,0,0,1,0,0,0,1,0,0,0,2705,2,1,0,0,0,2,2080
0,1,0,0,1,0,0,1,0,0,0,0,9156,3,0,0,1,0,1,4232
1,0,0,0,0,0,1,0,0,0,0,0,33,1,0,1,0,0,2,1639
1,0,0,0,1,0,0,0,1,0,0,0,6465,0,0,0,0,1,7,919
0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,3,554
0,0,1,0,0,0,1,0,0,0,0,0,69,3,0,0,1,0,5,2692
0,0,1,0,1,0,0,1,0,0,0,0,9198,0,0,0,0,1,4,3238
0,0,1,0,0,0,1,0,0,0,0,0,77,3,0,0,1,0,7,3847
0,0,0,1,1,0,0,0,0,0,0,1,7723,3,0,1,0,0,4,5279
0,0,1,0,1,0,0,0,0,0,0,1,3227,2,0,0,1,0,7,3122
0,0,0,1,1,0,0,0,0,0,1,0,8526,3,1,0,0,0,6,5516
0,1,0,0,1,0,0,0,0,0,0,1,7363,2,0,1,0,0,6,4480
0,0,0,1,0,1,0,0,0,0,0,0,1298,3,0,1,0,0,5,3765
0,0,1,0,0,0,1,0,0,0,0,0,17,1,1,0,0,0,3,1454
0,0,0,1,0,0,1,0,0,0,0,0,68,0,0,1,0,0,1,705
0,1,0,0,1,0,0,1,0,0,0,0,5794,1,0,0,0,1,2,2969
1,0,0,0,0,0,1,0,0,0,0,0,24,2,0,0,0,1,7,1631
0,1,0,0,0,1,0,0,0,0,0,0,692,1,0,0,0,1,7,1263
0,0,0,1,1,0,0,0,0,0,0,1,1126,3,0,0,0,1,3,2803
1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,7,1382
0,1,0,0,0,1,0,0,0,0,0,0,1593,1,0,0,1,0,7,1522
1,0,0,0,0,0,1,0,0,0,0,0,14,2,0,0,1,0,2,1786
0,0,0,1,0,1,0,0,0,0,0,0,1523,1,0,1,0,0,6,1644
0,1,0,0,0,1,0,0,0,0,0,0,341,0,0,1,0,0,3,936
1,0,0,0,1,0,0,0,0,0,0,1,11,0,0,1,0,0,6,1270
1,0,0,0,1,0,0,0,0,0,0,1,1616,2,0,0,0,1,2,2143
0,0,0,1,1,0,0,1,0,0,0,0,570,1,0,0,0,1,5,1265
0,0,1,0,0,0,1,0,0,0,0,0,19,1,0,0,1,0,5,1401
0,0,0,1,0,0,1,0,0,0,0,0,50,3,0,0,0,1,5,2025
0,0,0,1,0,0,1,0,0,0,0,0,93,1,1,0,0,0,5,2307
0,0,0,1,0,0,1,0,0,0,0,0,60,0,0,0,0,1,5,1820
0,1,0,0,1,0,0,0,0,1,0,0,3160,1,0,1,0,0,2,1688
0,0,0,1,0,0,1,0,0,0,0,0,78,3,0,0,1,0,5,2708
0,0,0,1,1,0,0,1,0,0,0,0,7321,2,0,0,1,0,6,2817
0,0,0,1,0,1,0,0,0,0,0,0,201,1,1,0,0,0,6,1765
1,0,0,0,1,0,0,0,0,1,0,0,4273,1,0,1,0,0,4,2386
0,0,1,0,0,0,1,0,0,0,0,0,40,0,0,0,1,0,5,1376
0,0,1,0,0,0,1,0,0,0,0,0,28,0,0,0,1,0,2,849
0,0,1,0,1,0,0,0,0,0,0,1,5844,1,1,0,0,0,6,3866
0,0,0,1,0,0,1,0,0,0,0,0,13,0,1,0,0,0,3,1241
0,0,1,0,1,0,0,0,0,0,1,0,9280,3,0,1,0,0,2,5238
1,0,0,0,1,0,0,0,1,0,0,0,5917,3,0,1,0,0,6,3328
0,0,1,0,1,0,0,1,0,0,0,0,3498,1,1,0,0,0,1,1697
0,0,1,0,0,1,0,0,0,0,0,0,817,3,0,0,0,1,4,3379
0,1,0,0,0,1,0,0,0,0,0,0,667,1,0,0,1,0,5,928
0,1,0,0,0,1,0,0,0,0,0,0,727,1,0,1,0,0,7,2194
0,0,0,1,0,0,1,0,0,0,0,0,77,2,1,0,0,0,2,2107
0,0,1,0,0,1,0,0,0,0,0,0,4,2,0,0,1,0,7,3151
0,1,0,0,0,1,0,0,0,0,0,0,183,3,0,1,0,0,1,2304
0,1,0,0,1,0,0,0,0,1,0,0,4023,2,1,0,0,0,5,2904
0,1,0,0,0,1,0,0,0,0,0,0,1815,1,0,1,0,0,1,1043
0,0,0,1,0,0,1,0,0,0,0,0,81,2,0,0,0,1,5,2015
0,1,0,0,0,1,0,0,0,0,0,0,1104,3,0,0,0,1,2,2061
1,0,0,0,0,0,1,0,0,0,0,0,93,3,0,1,0,0,2,2592
0,1,0,0,1,0,0,0,0,0,1,0,7657,0,0,1,0,0,4,3038
0,1,0,0,0,0,1,0,0,0,0,0,53,2,0,1,0,0,1,1452
1,0,0,0,0,0,1,0,0,0,0,0,87,0,0,0,0,1,5,1131
0,1,0,0,0,1,0,0,0,0,0,0,520,3,0,1,0,0,5,1671
0,1,0,0,0,1,0,0,0,0,0,0,494,1,0,1,0,0,2,843
0,0,0,1,1,0,0,0,0,0,0,1,8406,1,0,0,1,0,4,4761
0,0,1,0,1,0,0,1,0,0,0,0,4130,1,1,0,0,0,4,2808
1,0,0,0,1,0,0,0,1,0,0,0,4004,0,0,0,1,0,4,1674
0,0,1,0,1,0,0,0,1,0,0,0,7726,2,0,0,0,1,3,2006
0,1,0,0,0,0,1,0,0,0,0,0,15,3,0,0,1,0,2,2209
0,0,1,0,0,1,0,0,0,0,0,0,190,1,1,0,0,0,3,2157
0,0,0,1,1,0,0,0,0,0,0,1,9324,0,0,0,0,1,7,4456
0,1,0,0,0,1,0,0,0,0,0,0,1047,2,0,0,0,1,3,1486
0,1,0,0,0,1,0,0,0,0,0,0,1188,1,0,0,1,0,3,1801
0,0,0,1,1,0,0,1,0,0,0,0,6317,3,0,0,0,1,2,4423
0,0,1,0,0,0,1,0,0,0,0,0,87,2,0,1,0,0,5,1979
1,0,0,0,0,1,0,0,0,0,0,0,383,2,1,0,0,0,6,2989
1,0,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,1,4,2305
1,0,0,0,1,0,0,0,0,1,0,0,159,2,0,1,0,0,3,2155
0,0,1,0,1,0,0,1,0,0,0,0,1272,0,0,0,1,0,5,1731
0,0,0,1,0,0,1,0,0,0,0,0,16,3,0,1,0,0,5,2747
0,0,0,1,1,0,0,0,1,0,0,0,1123,0,0,1,0,0,2,1395
1,0,0,0,0,1,0,0,0,0,0,0,1000,2,1,0,0,0,4,1932
0,1,0,0,1,0,0,0,0,1,0,0,1444,1,0,0,1,0,5,1454
0,0,0,1,0,1,0,0,0,0,0,0,1973,0,1,0,0,0,4,2073
0,0,1,0,0,1,0,0,0,0,0,0,687,1,1,0,0,0,7,2568
0,0,0,1,0,0,1,0,0,0,0,0,71,3,0,0,0,1,5,2670
0,0,0,1,1,0,0,0,0,1,0,0,1702,3,0,0,1,0,7,3289
1,0,0,0,0,0,1,0,0,0,0,0,68,3,0,0,0,1,4,3331
1,0,0,0,0,1,0,0,0,0,0,0,840,2,0,1,0,0,5,2218
0,0,1,0,0,0,1,0,0,0,0,0,86,0,0,1,0,0,6,1545
0,0,1,0,0,1,0,0,0,0,0,0,80,0,0,0,0,1,4,1241
0,0,0,1,0,0,1,0,0,0,0,0,38,0,0,0,1,0,6,2545
0,1,0,0,1,0,0,0,0,0,1,0,6906,1,0,1,0,0,4,3046
0,1,0,0,0,1,0,0,0,0,0,0,761,2,0,0,0,1,6,1476
0,1,0,0,0,1,0,0,0,0,0,0,282,1,0,0,1,0,5,1104
0,0,1,0,0,1,0,0,0,0,0,0,450,2,0,0,1,0,3,2712
0,1,0,0,0,1,0,0,0,0,0,0,959,0,0,0,1,0,3,848
1,0,0,0,0,1,0,0,0,0,0,0,528,3,1,0,0,0,2,2820
0,0,1,0,0,1,0,0,0,0,0,0,62,2,0,0,1,0,7,1610
0,0,0,1,1,0,0,1,0,0,0,0,9446,3,0,1,0,0,3,4042
0,0,0,1,0,1,0,0,0,0,0,0,731,3,0,0,1,0,3,2276
1,0,0,0,1,0,0,1,0,0,0,0,4244,2,1,0,0,0,1,2894
0,0,0,1,0,0,1,0,0,0,0,0,19,1,0,0,0,1,5,1351
0,1,0,0,0,1,0,0,0,0,0,0,1140,2,0,1,0,0,6,2018
1,0,0,0,1,0,0,1,0,0,0,0,2466,3,0,0,0,1,7,2631
0,0,1,0,0,0,1,0,0,0,0,0,86,0,0,1,0,0,1,1238
0,1,0,0,1,0,0,0,0,0,0,1,2388,0,0,1,0,0,3,2362
0,0,0,1,0,1,0,0,0,0,0,0,216,2,0,1,0,0,5,2448
1,0,0,0,0,1,0,0,0,0,0,0,441,2,0,0,0,1,7,2262
0,1,0,0,0,1,0,0,0,0,0,0,1398,2,0,0,1,0,1,1509
0,1,0,0,0,1,0,0,0,0,0,0,564,1,0,1,0,0,2,1336
0,0,0,1,0,0,1,0,0,0,0,0,82,2,1,0,0,0,7,2474
0,0,0,1,0,0,1,0,0,0,0,0,89,3,0,1,0,0,4,2545
0,0,0,1,1,0,0,0,0,0,1,0,3400,3,0,0,0,1,6,3731
1,0,0,0,1,0,0,1,0,0,0,0,2451,1,0,0,0,1,7,2055
0,0,0,1,1,0,0,0,1,0,0,0,9197,3,0,0,1,0,5,3270
0,0,1,0,1,0,0,1,0,0,0,0,3316,1,0,1,0,0,6,2458
0,1,0,0,0,1,0,0,0,0,0,0,1802,0,0,1,0,0,1,863
0,1,0,0,0,1,0,0,0,0,0,0,74,0,0,0,0,1,5,1087
0,1,0,0,0,0,1,0,0,0,0,0,71,1,1,0,0,0,6,1710
1,0,0,0,0,0,1,0,0,0,0,0,95,2,1,0,0,0,5,3043
0,1,0,0,0,1,0,0,0,0,0,0,729,0,0,0,1,0,6,2032
0,0,0,1,0,1,0,0,0,0,0,0,1713,2,1,0,0,0,1,2668
0,1,0,0,0,0,1,0,0,0,0,0,44,0,0,0,0,1,3,1616
1,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,1,4,1042
0,0,1,0,0,1,0,0,0,0,0,0,1506,0,0,1,0,0,4,1946
0,0,0,1,0,0,1,0,0,0,0,0,75,2,0,1,0,0,3,2422
0,1,0,0,1,0,0,0,0,0,1,0,6807,2,0,1,0,0,6,4709
0,1,0,0,1,0,0,0,0,0,1,0,7460,3,1,0,0,0,6,4264
0,0,0,1,1,0,0,0,1,0,0,0,5108,3,0,0,1,0,3,1975
0,1,0,0,0,1,0,0,0,0,0,0,1243,3,0,0,0,1,4,2151
1,0,0,0,0,1,0,0,0,0,0,0,840,0,0,1,0,0,6,1319
0,1,0,0,1,0,0,0,0,0,1,0,1452,0,1,0,0,0,4,1619
0,1,0,0,1,0,0,1,0,0,0,0,5013,3,0,1,0,0,3,3961
0,1,0,0,1,0,0,0,0,1,0,0,2392,3,0,0,1,0,4,2929
0,0,0,1,0,0,1,0,0,0,0,0,70,1,0,1,0,0,4,1451
0,1,0,0,1,0,0,0,0,1,0,0,3364,0,0,0,0,1,1,1037
1,0,0,0,1,0,0,0,0,0,0,1,6372,0,0,0,0,1,1,3737
0,1,0,0,0,1,0,0,0,0,0,0,1212,2,1,0,0,0,5,1423
0,0,1,0,0,1,0,0,0,0,0,0,958,0,0,0,1,0,7,1293
0,0,0,1,0,0,1,0,0,0,0,0,13,3,0,0,1,0,6,1890
1,0,0,0,1,0,0,0,0,1,0,0,4354,3,1,0,0,0,1,3766
0,0,1,0,0,0,1,0,0,0,0,0,40,2,0,0,0,1,3,1390
0,0,1,0,0,0,1,0,0,0,0,0,83,0,1,0,0,0,6,1260
0,0,1,0,0,1,0,0,0,0,0,0,293,2,0,0,1,0,5,1886
0,1,0,0,0,0,1,0,0,0,0,0,83,2,0,0,0,1,5,1440
0,0,0,1,0,0,1,0,0,0,0,0,26,1,1,0,0,0,4,1542
0,1,0,0,0,1,0,0,0,0,0,0,2000,2,0,0,1,0,7,1944
1,0,0,0,1,0,0,1,0,0,0,0,4242,0,0,0,1,0,5,2859
0,0,1,0,0,1,0,0,0,0,0,0,784,0,0,0,0,1,5,862
0,0,0,1,1,0,0,0,1,0,0,0,1015,3,0,0,0,1,7,2506
0,0,0,1,0,0,1,0,0,0,0,0,11,3,0,1,0,0,5,1964
0,0,0,1,0,0,1,0,0,0,0,0,48,2,0,1,0,0,5,2154
1,0,0,0,0,1,0,0,0,0,0,0,971,1,0,0,0,1,1,1211
0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,5,1413
0,0,1,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,3,1836
1,0,0,0,0,1,0,0,0,0,0,0,1863,0,0,0,0,1,4,1615
1,0,0,0,0,0,1,0,0,0,0,0,96,0,0,0,0,1,6,1556
0,0,0,1,1,0,0,0,0,0,1,0,5437,0,0,1,0,0,1,2608
0,0,1,0,0,1,0,0,0,0,0,0,1759,1,0,0,1,0,5,1764
0,0,0,1,1,0,0,0,0,0,1,0,5891,2,0,0,0,1,2,2538
1,0,0,0,0,0,1,0,0,0,0,0,14,0,0,1,0,0,2,1182
0,1,0,0,0,1,0,0,0,0,0,0,1745,2,1,0,0,0,3,1715
0,0,1,0,0,1,0,0,0,0,0,0,102,2,0,0,0,1,4,1548
0,0,1,0,0,1,0,0,0,0,0,0,1456,2,0,1,0,0,6,2249
1,0,0,0,1,0,0,1,0,0,0,0,9487,1,0,0,0,1,7,4261
0,0,1,0,0,1,0,0,0,0,0,0,1572,0,0,0,1,0,7,1214
0,0,1,0,0,0,1,0,0,0,0,0,49,1,0,0,1,0,4,1371
1,0,0,0,1,0,0,0,0,0,0,1,5737,3,1,0,0,0,4,5565
0,1,0,0,1,0,0,0,0,1,0,0,6770,1,1,0,0,0,5,2459
0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,6,1072
1,0,0,0,1,0,0,1,0,0,0,0,9523,0,1,0,0,0,2,4822
0,0,0,1,1,0,0,0,0,0,0,1,5131,1,0,0,0,1,4,3153
1,0,0,0,0,0,1,0,0,0,0,0,68,1,0,0,0,1,6,1059
0,0,0,1,0,0,1,0,0,0,0,0,86,3,0,1,0,0,5,3703
0,0,0,1,0,1,0,0,0,0,0,0,1257,2,0,0,1,0,2,1886
0,0,1,0,1,0,0,0,1,0,0,0,6685,1,0,1,0,0,7,1372
0,0,1,0,0,0,1,0,0,0,0,0,24,1,0,0,0,1,3,1218
1,0,0,0,1,0,0,0,0,0,1,0,58,0,0,0,0,1,3,1372
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1325
1,0,0,0,0,1,0,0,0,0,0,0,653,2,1,0,0,0,4,2391
0,1,0,0,0,1,0,0,0,0,0,0,1773,1,0,0,1,0,6,1731
0,0,0,1,0,1,0,0,0,0,0,0,1958,2,1,0,0,0,5,2851
0,1,0,0,1,0,0,0,0,0,1,0,4717,0,0,1,0,0,3,2412
0,1,0,0,0,0,1,0,0,0,0,0,18,1,0,0,0,1,5,880
0,0,0,1,1,0,0,0,1,0,0,0,1187,3,0,0,0,1,6,2358
0,1,0,0,0,0,1,0,0,0,0,0,19,3,0,1,0,0,3,2125
0,0,1,0,1,0,0,0,1,0,0,0,7195,2,1,0,0,0,3,1899
0,0,1,0,1,0,0,0,1,0,0,0,5476,0,0,1,0,0,4,1541
0,1,0,0,0,1,0,0,0,0,0,0,1591,0,0,0,0,1,4,1526
0,1,0,0,0,0,1,0,0,0,0,0,66,0,1,0,0,0,2,690
1,0,0,0,0,0,1,0,0,0,0,0,83,1,1,0,0,0,3,2130
1,0,0,0,0,0,1,0,0,0,0,0,72,2,1,0,0,0,4,2224
0,1,0,0,0,0,1,0,0,0,0,0,16,3,0,0,1,0,3,1814
0,0,0,1,0,1,0,0,0,0,0,0,481,0,0,0,0,1,7,1101
0,1,0,0,1,0,0,1,0,0,0,0,578,2,0,0,0,1,5,1384
0,0,0,1,0,1,0,0,0,0,0,0,946,2,0,0,0,1,6,2005
0,0,1,0,0,0,1,0,0,0,0,0,12,3,1,0,0,0,6,2165
0,1,0,0,1,0,0,0,0,1,0,0,8768,1,0,1,0,0,4,2342
0,0,1,0,1,0,0,0,1,0,0,0,4661,3,0,0,0,1,7,2002
1,0,0,0,0,1,0,0,0,0,0,0,1585,0,0,0,0,1,5,1306
0,1,0,0,0,0,1,0,0,0,0,0,96,2,0,0,0,1,7,1202
0,0,1,0,0,1,0,0,0,0,0,0,398,3,0,0,0,1,4,2547
1,0,0,0,0,0,1,0,0,0,0,0,63,1,0,0,0,1,2,1437
0,1,0,0,0,1,0,0,0,0,0,0,335,2,0,0,1,0,6,2191
0,0,1,0,1,0,0,0,0,1,0,0,8679,2,0,1,0,0,6,3891
1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,7,1558
0,0,0,1,0,1,0,0,0,0,0,0,640,3,1,0,0,0,5,3498
1,0,0,0,1,0,0,0,0,0,0,1,6761,0,0,0,0,1,1,4016
1,0,0,0,0,1,0,0,0,0,0,0,1725,0,0,0,1,0,2,2158
1,0,0,0,1,0,0,0,0,1,0,0,2076,1,1,0,0,0,6,2967
0,0,0,1,1,0,0,0,0,0,1,0,2829,2,1,0,0,0,1,2639
