Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,CarbonEmission,Microwave,Stove,Grill,Oven,Airfryer,coal,electricity,natural gas,wood,diesel,electric,hybrid,lpg,petrol,private,public,walk/bicycle,extra large,large,medium,small
2,1,3,1795,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,9237,2,5884,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2,119,6,1773,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,42,3,1536,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,32,2,2811,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,9041,1,4706,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,99,6,1325,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,7423,4,3906,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,96,6,1888,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,91,7,3030,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,6292,2,3604,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2,9818,1,4990,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,2195,5,2745,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,6573,6,3542,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
2,8592,5,3198,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,5320,5,2050,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3,29,5,2205,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,970,7,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,5847,4,1482,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,82,2,1642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,399,1,973,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,2010,5,3439,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1295,6,1742,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3,1374,5,3310,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1959,4,1702,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,369,1,1533,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,4208,1,1916,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3,1015,4,2866,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,9597,1,3307,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,84,2,1082,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,34,6,2119,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,48,4,3247,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,56,4,2265,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,41,5,1354,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,2,6,2753,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,4,2,1600,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1410,2,1186,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,24,4,2098,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1415,7,1823,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,6119,6,2085,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2,75,2,2473,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,7973,1,4684,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1494,6,1495,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,1505,3,1761,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3,9982,6,5069,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,83,4,1140,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,9146,2,4045,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3,1966,7,2560,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,8453,3,3867,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,1651,2,1470,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1990,3,2341,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,7955,6,5687,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2,43,4,2032,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,7676,3,2499,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,23,2,1825,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,86,6,1829,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,315,3,866,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3,25,6,2601,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,48,5,2965,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,1945,7,1068,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,1299,6,3361,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3,923,7,3220,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,1504,2,2487,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,29,2,1536,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3,5676,2,4338,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3,96,6,3332,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1510,5,1606,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,58,2,2132,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,11,2,1780,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,60,5,1730,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,7968,3,4950,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,3443,4,3041,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1150,6,923,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,54,6,2033,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1239,5,1596,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,16,5,1686,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3,1959,7,3291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,62,3,1133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,7189,2,1589,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,2165,4,2572,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2,7063,4,4136,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3,1796,6,3154,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1405,5,2086,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,6113,7,1951,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2,1430,7,2330,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,5157,2,3842,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,830,7,2441,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3,1597,5,3147,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1377,4,946,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,43,2,1229,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,7044,5,3143,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
3,9604,1,3572,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3,1935,5,2869,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,26,6,1598,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,9259,4,1711,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,659,4,1844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,38,1,1444,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,2883,1,2068,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,352,2,951,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,13,6,2153,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1604,3,994,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1715,7,1371,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3,465,4,3231,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2,39,3,2356,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,893,4,1312,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1567,7,1463,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,9683,7,5176,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3,77,4,3348,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,53,7,1807,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,8916,4,4640,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3,1979,3,2631,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,6,1,2256,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,7871,1,2775,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,779,3,1246,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,5846,1,3610,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,28,1,2548,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,6590,7,3052,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2,1779,6,2363,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,867,6,2399,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,7513,7,4580,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,5557,6,3258,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,5792,3,3129,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2,53,5,2647,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,77,2,1356,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1222,3,2130,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1251,6,1485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,2363,2,2746,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3,8,6,3110,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,2740,3,1381,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,61,4,1067,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,942,1,2147,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1378,3,1668,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,87,4,1376,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,8,5,1316,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,276,7,2627,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1364,7,3187,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,7699,2,3038,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,69,2,1130,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,7724,4,3725,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1672,1,1539,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,520,4,1597,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,8406,1,606,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2,691,1,1942,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,21,4,1208,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,1931,6,2875,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,8773,6,6093,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2,18,5,1953,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,3731,3,4130,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,8155,6,2935,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,755,1,844,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,371,1,3365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,7,2,1931,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,51,4,1785,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,88,6,2581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,9425,1,3495,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,40,4,1083,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1091,3,2028,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,3150,3,3425,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2,78,5,1316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,3220,2,2686,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,298,1,1009,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,502,5,3218,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2,826,7,2598,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,9,2,1245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,1743,1,2281,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,67,1,1096,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,23,2,1486,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,3974,7,3482,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,3080,6,2542,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,1539,5,1688,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,16,2,1799,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,93,3,1461,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,666,4,1278,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,60,1,1474,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,88,4,2465,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,68,1,1226,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,89,1,1013,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,97,7,1587,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,42,7,1296,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,83,5,1377,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3,31,4,2580,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1495,2,1684,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,67,7,1787,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,44,1,1276,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1914,3,1585,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,4334,2,2386,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,2352,6,1991,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,8443,1,3202,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,571,7,2005,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,19,2,1808,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,9969,3,4350,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2,9844,5,4570,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2,1158,5,2078,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3711,5,1761,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3,1902,2,3062,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,74,2,1843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,449,3,2927,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,4132,1,2309,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,35,6,1276,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,9122,1,3542,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,124,1,1245,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1588,3,2123,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1812,4,2070,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,27,3,1064,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,677,2,2945,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,5815,2,3261,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,78,1,1015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,407,7,1749,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,42,4,2311,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,18,1,2451,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,1105,5,2086,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,21,6,2752,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,36,4,1457,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,1271,4,1523,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1804,2,1255,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,6507,2,4220,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3,830,1,2175,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,8951,7,5474,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,62,7,1993,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,120,4,2402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,2620,7,2865,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,95,4,1587,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,6615,5,4178,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,61,3,1792,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,5009,4,3223,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
3,7493,1,6438,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
3,4045,4,3166,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,24,2,1284,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1328,1,1493,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,839,5,2735,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,6014,1,3397,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3,359,5,2611,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,1839,2,1478,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,929,7,2917,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,61,5,2442,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,9089,2,4144,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,46,5,1078,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1814,2,1161,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,333,6,2363,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1389,7,1926,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,40,7,1530,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,8,7,1534,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,39,7,1325,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1435,4,2262,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,104,5,2213,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,1500,5,3141,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,21,6,1704,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,60,4,1479,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,1018,2,1999,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2,49,1,2534,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,370,7,2037,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,91,3,1122,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1318,2,1723,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,9953,6,5416,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,1311,2,1685,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,6415,1,5267,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2,20,4,1827,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,6229,3,3234,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
0,827,7,1433,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,4193,4,2263,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,37,3,1433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,96,2,2235,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,7,3,1414,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,535,5,2237,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,135,3,2373,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,3983,4,2307,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2,8328,3,3164,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,38,2,692,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,8163,2,4615,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
